CustomerID,Age,EmploymentStatus,AnnualIncome,CreditScore,DebtToIncomeRatio,LoanAmount,LoanPurpose,LoanDuration,RepaymentHistory,ComplianceFlag,RiskLevel
335,50,Unemployed,57654.0,623,0.47,11449,Mortgage,10,4,Non-Compliant,Medium
336,21,Unemployed,64967.0,413,0.14,24065,Mortgage,5,0,Non-Compliant,Low
337,50,Self-Employed,49092.0,357,0.09,40967,Education,20,2,Compliant,Medium
338,31,Self-Employed,34224.0,453,0.07,44536,Education,30,4,Compliant,Low
339,38,Employed,26281.0,703,0.02,14130,Personal,30,1,Compliant,High
340,65,Employed,50541.0,565,0.31,28824,Education,15,3,Compliant,Medium
341,37,Employed,53628.0,614,0.13,46401,Personal,20,1,Non-Compliant,Medium
342,25,Employed,35457.0,340,0.59,41993,Mortgage,5,0,Non-Compliant,Medium
343,24,Self-Employed,60886.0,404,0.34,36875,Education,5,1,Compliant,Low
344,20,Unemployed,43115.0,492,0.08,11054,Education,30,1,Non-Compliant,Low
345,34,Self-Employed,25153.0,700,0.41,39273,Education,30,1,Compliant,Medium
346,50,Employed,68846.0,577,0.54,46821,Mortgage,10,1,Compliant,Medium
347,65,Self-Employed,67159.0,653,0.45,15832,Personal,30,0,Non-Compliant,High
348,29,Unemployed,19766.0,555,0.05,34670,Mortgage,10,4,Compliant,High
349,68,Unemployed,41560.0,398,0.54,27852,Mortgage,5,2,Non-Compliant,High
350,39,Self-Employed,40976.0,581,0.48,28620,Education,10,3,Compliant,High
351,39,Self-Employed,74592.0,702,0.09,33307,Personal,10,2,Non-Compliant,High
352,63,Self-Employed,48510.0,408,0.03,6551,Mortgage,15,2,Compliant,Low
353,47,Employed,27561.0,498,0.33,32812,Education,30,3,Non-Compliant,High
354,55,Self-Employed,63231.0,602,0.09,18799,Mortgage,10,0,Compliant,High
355,55,Self-Employed,31538.0,626,0.5,31312,Mortgage,5,3,Compliant,Medium
356,62,Self-Employed,46094.0,453,0.22,44620,Education,20,0,Non-Compliant,Low
357,68,Unemployed,38453.0,704,0.55,6449,Education,10,2,Compliant,High
358,25,Unemployed,41593.0,761,0.34,29426,Personal,30,0,Non-Compliant,High
359,44,Employed,64058.0,431,0.11,40427,Mortgage,15,4,Non-Compliant,High
360,44,Employed,72819.0,383,0.08,45277,Education,5,3,Compliant,Medium
361,51,Unemployed,30884.0,698,0.35,36551,Education,15,4,Compliant,Medium
362,38,Unemployed,59391.0,408,0.46,29277,Personal,20,2,Compliant,Medium
363,47,Unemployed,39008.0,520,0.47,40489,Personal,10,3,Compliant,High
364,50,Self-Employed,39474.0,667,0.17,14637,Education,10,2,Non-Compliant,Medium
365,45,Self-Employed,57359.0,446,0.12,48258,Personal,30,4,Compliant,High
366,64,Unemployed,34581.0,411,0.01,40693,Education,10,2,Compliant,Low
367,50,Self-Employed,57059.0,793,0.41,14824,Mortgage,5,3,Compliant,High
368,22,Self-Employed,60951.0,804,0.05,31950,Personal,20,3,Non-Compliant,Medium
369,65,Employed,43512.0,774,0.25,28488,Mortgage,15,2,Compliant,Low
370,36,Unemployed,69906.0,570,0.36,44008,Mortgage,20,3,Non-Compliant,High
371,21,Unemployed,30907.0,720,0.56,5215,Mortgage,10,3,Compliant,Low
372,52,Self-Employed,70181.0,666,0.19,45067,Education,15,2,Non-Compliant,Low
373,66,Unemployed,20840.0,579,0.15,16523,Mortgage,30,4,Compliant,Low
374,34,Employed,90495.0,582,0.39,15364,Mortgage,20,3,Compliant,High
375,61,Employed,43906.0,339,0.37,8153,Mortgage,15,3,Non-Compliant,Medium
376,45,Employed,32565.0,488,0.2,28834,Education,15,3,Compliant,High
377,47,Unemployed,46509.0,463,0.56,39474,Mortgage,15,3,Compliant,Medium
378,46,Unemployed,34302.0,835,0.51,48066,Mortgage,5,2,Compliant,High
379,63,Unemployed,55804.0,835,0.13,39335,Personal,20,4,Non-Compliant,High
380,23,Unemployed,70514.0,303,0.14,15400,Education,15,4,Compliant,High
381,52,Unemployed,35098.0,589,0.31,15345,Mortgage,20,0,Non-Compliant,Medium
382,58,Employed,58690.0,732,0.46,38896,Personal,15,3,Non-Compliant,High
383,54,Self-Employed,27008.0,770,0.03,24894,Education,30,3,Non-Compliant,Low
384,41,Employed,65494.0,480,0.42,33899,Education,30,0,Compliant,High
385,46,Unemployed,56243.0,547,0.39,45635,Education,30,4,Non-Compliant,Low
386,66,Employed,66142.0,578,0.14,33229,Education,10,1,Non-Compliant,Medium
387,63,Unemployed,48164.0,553,0.41,10583,Education,15,1,Compliant,Medium
388,48,Unemployed,43472.0,480,0.56,9897,Education,10,4,Non-Compliant,High
389,52,Employed,62241.0,808,0.03,11001,Mortgage,20,3,Non-Compliant,High
390,50,Unemployed,30379.0,625,0.19,48881,Mortgage,10,1,Compliant,High
391,69,Self-Employed,23857.0,656,0.26,9567,Mortgage,20,2,Compliant,Low
392,38,Unemployed,49925.0,690,0.54,14271,Mortgage,20,2,Non-Compliant,Medium
393,49,Self-Employed,44156.0,384,0.58,16703,Personal,20,0,Compliant,Low
394,40,Self-Employed,58307.0,616,0.27,18329,Mortgage,10,4,Compliant,Low
395,50,Unemployed,66373.0,511,0.45,40509,Education,15,4,Compliant,High
396,20,Employed,57995.0,814,0.32,11256,Mortgage,10,1,Non-Compliant,High
397,35,Self-Employed,65178.0,683,0.32,5228,Mortgage,15,3,Non-Compliant,Low
398,42,Employed,54815.0,641,0.17,29746,Education,15,4,Compliant,Low
399,59,Self-Employed,57418.0,337,0.13,21678,Mortgage,20,1,Non-Compliant,High
400,48,Unemployed,48250.0,810,0.17,42052,Mortgage,10,1,Compliant,High
401,20,Unemployed,56975.0,719,0.33,28185,Mortgage,15,4,Compliant,Low
402,57,Self-Employed,52499.0,468,0.02,38686,Personal,30,1,Compliant,High
403,63,Unemployed,54877.0,642,0.54,16445,Mortgage,15,0,Compliant,High
404,41,Self-Employed,47499.0,605,0.09,38266,Education,30,0,Compliant,Low
405,67,Unemployed,62133.0,841,0.13,7809,Education,10,4,Non-Compliant,Low
406,49,Employed,39343.0,836,0.31,42729,Mortgage,10,3,Non-Compliant,Medium
407,64,Unemployed,49724.0,411,0.43,46785,Mortgage,10,0,Non-Compliant,Low
408,39,Employed,69676.0,710,0.06,41547,Mortgage,15,0,Non-Compliant,High
409,40,Unemployed,35769.0,505,0.19,47818,Education,5,4,Compliant,Low
410,19,Employed,17572.0,484,0.58,39886,Education,15,2,Compliant,Low
411,44,Unemployed,55496.0,681,0.16,11391,Personal,15,1,Non-Compliant,Low
412,59,Employed,46145.0,795,0.19,5145,Personal,20,0,Non-Compliant,Medium
413,19,Self-Employed,65162.0,678,0.5,18929,Personal,20,2,Compliant,Medium
414,43,Self-Employed,48042.0,346,0.03,29326,Education,15,3,Compliant,High
415,34,Employed,40934.0,827,0.28,34991,Personal,30,2,Compliant,Medium
416,57,Unemployed,48862.0,803,0.23,42333,Mortgage,20,4,Non-Compliant,Low
417,50,Employed,66396.0,321,0.19,21576,Mortgage,15,3,Compliant,Medium
418,26,Unemployed,58630.0,512,0.17,44405,Education,5,3,Compliant,Low
419,60,Self-Employed,13491.0,609,0.05,33464,Personal,30,2,Non-Compliant,Medium
420,65,Unemployed,52786.0,571,0.19,13243,Mortgage,10,4,Non-Compliant,Medium
421,56,Self-Employed,53536.0,501,0.03,36601,Education,15,0,Non-Compliant,Medium
422,46,Unemployed,49726.0,331,0.47,7410,Personal,15,2,Compliant,Low
423,59,Unemployed,40836.0,742,0.24,6820,Mortgage,30,0,Compliant,Medium
424,43,Unemployed,67917.0,461,0.27,40289,Personal,20,2,Non-Compliant,Low
425,52,Employed,68660.0,553,0.54,43650,Education,20,0,Compliant,Low
426,67,Employed,16952.0,820,0.39,39635,Personal,20,2,Compliant,High
427,42,Self-Employed,38030.0,779,0.0,12465,Education,10,3,Compliant,Medium
428,41,Self-Employed,47829.0,309,0.57,37439,Personal,30,1,Non-Compliant,High
429,30,Employed,64227.0,804,0.14,32314,Mortgage,30,3,Non-Compliant,High
430,24,Self-Employed,50522.0,735,0.06,49229,Education,20,0,Compliant,Low
431,53,Employed,39746.0,410,0.46,24583,Education,20,4,Compliant,Medium
432,62,Unemployed,60643.0,452,0.3,32155,Education,5,3,Compliant,Low
433,37,Self-Employed,46829.0,401,0.26,43871,Personal,5,1,Compliant,Low
434,18,Self-Employed,48238.0,490,0.15,17197,Personal,15,0,Non-Compliant,Medium
435,25,Employed,49592.0,380,0.33,34511,Mortgage,15,3,Non-Compliant,Low
436,63,Self-Employed,58614.0,788,0.16,20424,Education,30,2,Compliant,Medium
437,33,Self-Employed,45371.0,387,0.54,5240,Education,30,4,Compliant,Medium
438,31,Unemployed,60304.0,493,0.13,9631,Personal,10,0,Non-Compliant,Low
439,29,Self-Employed,48903.0,403,0.53,14599,Personal,10,3,Compliant,Low
440,68,Unemployed,33994.0,395,0.34,49462,Mortgage,5,0,Non-Compliant,High
441,40,Employed,49448.0,722,0.5,29658,Mortgage,15,2,Compliant,Low
442,32,Self-Employed,34771.0,497,0.43,42845,Personal,5,1,Non-Compliant,Medium
443,45,Unemployed,50614.0,300,0.42,37574,Education,5,3,Compliant,High
444,51,Employed,62442.0,706,0.19,41536,Mortgage,15,0,Compliant,Medium
445,19,Self-Employed,33895.0,677,0.14,46910,Personal,10,0,Non-Compliant,High
446,49,Employed,55464.0,466,0.13,12995,Personal,15,0,Non-Compliant,Low
447,40,Self-Employed,37564.0,808,0.51,30186,Education,20,1,Compliant,Low
448,39,Employed,53025.0,612,0.49,34245,Personal,20,0,Compliant,Low
449,68,Employed,62903.0,717,0.26,27813,Personal,20,4,Non-Compliant,Medium
450,42,Unemployed,18057.0,776,0.08,18276,Mortgage,30,4,Non-Compliant,High
451,39,Employed,33282.0,372,0.23,24989,Personal,10,0,Compliant,Medium
452,39,Self-Employed,44465.0,440,0.37,17746,Personal,10,4,Compliant,High
453,66,Self-Employed,54725.0,561,0.27,49243,Mortgage,30,3,Non-Compliant,Low
454,69,Unemployed,47504.0,639,0.47,23557,Education,5,4,Non-Compliant,Medium
455,59,Self-Employed,49311.0,607,0.6,33060,Education,20,0,Non-Compliant,Low
456,23,Self-Employed,80644.0,544,0.11,11568,Mortgage,20,2,Non-Compliant,Medium
457,32,Self-Employed,31813.0,814,0.28,40369,Mortgage,5,3,Non-Compliant,Low
458,60,Employed,67032.0,636,0.26,24041,Education,15,1,Compliant,Medium
459,54,Employed,44750.0,375,0.18,11080,Education,15,0,Compliant,Medium
460,50,Self-Employed,58242.0,474,0.12,18854,Education,10,1,Non-Compliant,High
461,25,Unemployed,81934.0,408,0.04,7159,Education,30,2,Compliant,Low
462,61,Employed,60330.0,482,0.53,32025,Education,10,1,Compliant,High
463,61,Unemployed,55587.0,491,0.25,46081,Mortgage,15,0,Non-Compliant,High
464,22,Self-Employed,73986.0,364,0.3,9368,Personal,5,0,Compliant,Low
465,56,Self-Employed,66871.0,773,0.55,39085,Education,10,2,Compliant,Medium
466,21,Employed,38009.0,399,0.47,32094,Education,20,0,Compliant,High
467,23,Self-Employed,54417.0,843,0.08,6230,Personal,20,2,Non-Compliant,Low
468,62,Employed,24237.0,427,0.34,22517,Personal,5,2,Non-Compliant,Medium
469,49,Self-Employed,41897.0,751,0.27,28991,Personal,15,0,Compliant,High
470,69,Self-Employed,54710.0,668,0.48,6301,Personal,20,4,Compliant,High
471,47,Employed,40968.0,342,0.43,33610,Personal,20,2,Compliant,High
472,64,Employed,54100.0,718,0.41,20927,Personal,30,0,Compliant,Medium
473,52,Employed,49799.0,787,0.2,39678,Mortgage,10,4,Compliant,High
474,57,Self-Employed,58046.0,377,0.48,29466,Personal,15,2,Compliant,Medium
475,69,Self-Employed,43637.0,569,0.03,19904,Personal,10,4,Non-Compliant,High
476,33,Unemployed,35897.0,614,0.1,45875,Mortgage,15,3,Compliant,Low
477,30,Employed,72171.0,467,0.2,31081,Personal,20,3,Compliant,High
478,67,Self-Employed,42564.0,638,0.05,29354,Education,30,4,Non-Compliant,Low
479,59,Self-Employed,59900.0,492,0.14,32761,Education,10,2,Compliant,Low
480,47,Employed,71528.0,752,0.5,23300,Personal,20,0,Compliant,Low
481,36,Unemployed,52440.0,582,0.57,34491,Mortgage,15,1,Compliant,Medium
482,34,Employed,37155.0,635,0.18,40525,Education,10,0,Compliant,Low
483,36,Unemployed,47320.0,689,0.16,31532,Mortgage,10,1,Non-Compliant,High
484,45,Self-Employed,65263.0,824,0.17,11464,Education,20,1,Compliant,Medium
485,43,Unemployed,53093.0,539,0.17,21562,Personal,10,2,Non-Compliant,Low
486,54,Self-Employed,31922.0,782,0.02,46856,Mortgage,30,4,Compliant,Medium
487,43,Employed,58949.0,757,0.56,47511,Mortgage,30,0,Compliant,Medium
488,40,Employed,61542.0,388,0.13,13683,Mortgage,20,4,Non-Compliant,Medium
489,26,Employed,44670.0,394,0.25,37634,Education,15,3,Compliant,High
490,29,Unemployed,59153.0,751,0.01,5060,Education,20,2,Non-Compliant,Low
491,18,Self-Employed,53675.0,727,0.51,14269,Education,30,2,Non-Compliant,Medium
492,18,Employed,47038.0,450,0.44,28065,Personal,5,3,Non-Compliant,Medium
493,64,Employed,30596.0,813,0.57,7895,Education,5,0,Compliant,Medium
494,51,Self-Employed,66169.0,675,0.47,20323,Personal,10,3,Compliant,Low
495,49,Employed,61388.0,321,0.19,17352,Mortgage,10,0,Compliant,Medium
496,65,Self-Employed,58758.0,612,0.15,49643,Mortgage,5,1,Compliant,Medium
497,42,Self-Employed,73167.0,818,0.42,43591,Personal,30,2,Non-Compliant,High
498,57,Self-Employed,64177.0,505,0.22,35890,Education,10,0,Compliant,Low
499,62,Self-Employed,60298.0,674,0.34,37016,Personal,20,4,Compliant,High
500,18,Self-Employed,16801.0,750,0.0,16962,Mortgage,20,4,Non-Compliant,Low
501,33,Unemployed,67953.0,478,0.04,38302,Mortgage,30,2,Non-Compliant,Low
502,56,Employed,51246.0,509,0.32,24846,Personal,10,3,Compliant,Low
503,22,Unemployed,54687.0,799,0.34,9011,Education,20,3,Non-Compliant,High
504,39,Employed,54789.0,763,0.45,24782,Education,10,0,Non-Compliant,High
505,46,Unemployed,61607.0,423,0.08,7155,Personal,10,3,Non-Compliant,High
506,20,Self-Employed,66832.0,412,0.31,44725,Personal,20,2,Non-Compliant,High
507,29,Employed,59513.0,311,0.12,14196,Education,5,0,Non-Compliant,Medium
508,43,Employed,57129.0,425,0.06,48459,Mortgage,20,1,Compliant,Medium
509,33,Unemployed,53472.0,630,0.25,26709,Personal,30,3,Compliant,Medium
510,68,Unemployed,50466.7037037037,582,0.1,18327,Education,15,3,Compliant,Low
511,54,Employed,45686.0,439,0.13,40474,Education,20,0,Compliant,Medium
512,39,Unemployed,35876.0,700,0.19,37769,Mortgage,10,4,Compliant,Low
513,46,Unemployed,68161.0,396,0.16,46993,Mortgage,10,3,Compliant,High
514,31,Unemployed,59285.0,816,0.05,29700,Mortgage,20,2,Compliant,Low
515,45,Self-Employed,43127.0,368,0.05,19820,Mortgage,15,3,Non-Compliant,Low
516,22,Self-Employed,44634.0,417,0.12,15891,Mortgage,20,1,Compliant,Medium
517,64,Unemployed,44090.0,358,0.03,39629,Personal,15,3,Compliant,High
518,66,Unemployed,43822.0,332,0.38,10269,Education,15,4,Compliant,High
519,47,Self-Employed,28331.0,617,0.17,48880,Personal,30,3,Non-Compliant,Medium
520,63,Self-Employed,25080.0,349,0.17,13320,Personal,10,0,Compliant,High
521,69,Employed,50435.0,788,0.2,15740,Personal,10,3,Compliant,High
522,22,Employed,66129.0,318,0.4,40897,Personal,15,4,Non-Compliant,High
523,29,Self-Employed,41934.0,496,0.52,35930,Personal,10,0,Compliant,Medium
524,33,Unemployed,54551.0,749,0.46,22285,Mortgage,5,2,Compliant,High
525,43,Unemployed,61013.0,751,0.44,19380,Mortgage,15,0,Non-Compliant,Low
526,43,Unemployed,35099.0,588,0.29,16360,Education,10,1,Compliant,Low
527,65,Unemployed,49700.0,440,0.42,10398,Personal,5,0,Non-Compliant,High
528,38,Employed,40002.0,383,0.33,10529,Education,30,2,Compliant,Medium
529,56,Self-Employed,74091.0,690,0.13,34062,Mortgage,10,3,Compliant,Medium
530,53,Unemployed,73436.0,514,0.13,41686,Mortgage,5,0,Compliant,Medium
531,50,Employed,35114.0,825,0.18,22451,Mortgage,20,0,Non-Compliant,High
532,47,Unemployed,55788.0,514,0.55,11937,Personal,20,0,Non-Compliant,High
533,54,Self-Employed,66013.0,702,0.33,44886,Personal,5,0,Non-Compliant,Low
534,40,Employed,62724.0,427,0.44,15860,Mortgage,15,2,Compliant,Medium
535,27,Self-Employed,51223.0,776,0.21,30142,Education,15,4,Compliant,Low
536,22,Self-Employed,69598.0,703,0.24,30279,Education,10,4,Non-Compliant,Low
537,53,Employed,36432.0,328,0.08,43106,Mortgage,20,0,Non-Compliant,Medium
538,51,Employed,45453.0,637,0.1,40908,Education,15,2,Compliant,High
539,69,Employed,36835.0,660,0.5,45764,Mortgage,15,2,Compliant,High
540,48,Employed,61737.0,691,0.35,19201,Education,20,0,Compliant,Low
541,27,Employed,41260.0,517,0.2,45544,Mortgage,30,1,Compliant,Low
542,36,Employed,47431.0,501,0.48,42711,Education,15,0,Non-Compliant,Low
543,49,Employed,59265.0,316,0.15,13997,Personal,5,1,Compliant,Low
544,18,Unemployed,60473.0,621,0.59,45566,Mortgage,10,0,Compliant,Medium
545,22,Self-Employed,36393.0,817,0.21,25175,Mortgage,15,1,Compliant,Low
546,62,Employed,65849.0,624,0.2,45860,Education,15,1,Compliant,Low
547,21,Unemployed,56835.0,711,0.19,8225,Mortgage,30,0,Compliant,High
548,33,Unemployed,33774.0,617,0.07,49578,Mortgage,5,1,Compliant,High
549,41,Unemployed,30084.0,381,0.07,40228,Mortgage,10,3,Compliant,High
550,33,Self-Employed,49762.0,773,0.39,46505,Personal,15,4,Non-Compliant,Medium
551,19,Employed,62751.0,767,0.53,28110,Personal,10,2,Non-Compliant,Medium
552,66,Unemployed,63135.0,724,0.47,15754,Education,20,1,Non-Compliant,High
553,45,Self-Employed,55342.0,503,0.08,31655,Personal,15,1,Compliant,High
554,49,Self-Employed,50730.0,686,0.33,48601,Education,15,2,Non-Compliant,Low
555,44,Self-Employed,57676.0,397,0.06,8114,Personal,20,1,Compliant,Low
556,37,Unemployed,37170.0,644,0.03,31502,Education,30,2,Compliant,Medium
557,41,Employed,75304.0,507,0.39,25028,Personal,15,0,Compliant,Medium
558,29,Unemployed,75109.0,813,0.32,22587,Personal,10,3,Compliant,Low
559,67,Unemployed,56432.0,465,0.05,47719,Education,5,3,Non-Compliant,High
560,52,Employed,52959.0,321,0.02,40333,Mortgage,10,4,Compliant,Low
561,50,Employed,43828.0,453,0.59,8174,Mortgage,30,1,Compliant,Medium
562,50,Employed,57931.0,738,0.02,40398,Personal,5,4,Non-Compliant,Medium
563,68,Self-Employed,39630.0,594,0.27,40929,Education,10,0,Non-Compliant,Low
564,60,Employed,16645.0,518,0.3,9321,Mortgage,10,3,Non-Compliant,Low
565,54,Unemployed,9288.0,794,0.07,35435,Education,20,0,Compliant,Low
566,29,Employed,38007.0,529,0.1,12099,Mortgage,30,0,Non-Compliant,Medium
567,20,Unemployed,52345.0,319,0.21,28760,Education,20,1,Compliant,High
568,18,Self-Employed,54979.0,447,0.46,16360,Personal,5,0,Compliant,Low
569,50,Unemployed,42698.0,407,0.3,15313,Education,20,3,Non-Compliant,Medium
570,57,Unemployed,52127.0,702,0.38,25462,Mortgage,30,4,Non-Compliant,Medium
571,27,Employed,45886.0,782,0.59,10801,Personal,15,3,Non-Compliant,Medium
572,60,Employed,35010.0,666,0.46,19130,Education,15,1,Compliant,Low
573,61,Unemployed,49193.0,713,0.26,19271,Mortgage,5,3,Compliant,Low
574,46,Employed,62194.0,608,0.27,21075,Personal,15,2,Compliant,High
575,30,Self-Employed,35689.0,433,0.37,41919,Education,20,4,Compliant,Medium
576,29,Self-Employed,35695.0,582,0.4,46679,Mortgage,5,2,Compliant,Low
577,48,Employed,33961.0,372,0.3,23984,Education,30,2,Compliant,Medium
578,63,Self-Employed,20952.0,780,0.39,27559,Education,5,1,Non-Compliant,Medium
579,19,Employed,42796.0,651,0.01,17861,Personal,5,0,Compliant,High
580,68,Unemployed,60711.0,625,0.26,38434,Personal,10,2,Non-Compliant,Low
581,67,Unemployed,52608.0,742,0.17,21667,Mortgage,10,3,Non-Compliant,Low
582,52,Self-Employed,47461.0,399,0.08,10840,Personal,5,0,Non-Compliant,Medium
583,40,Employed,51935.0,358,0.06,8565,Mortgage,15,3,Non-Compliant,Medium
584,34,Employed,42665.0,807,0.36,48194,Education,10,3,Non-Compliant,High
585,43,Self-Employed,20781.0,557,0.31,25977,Education,30,0,Compliant,High
586,25,Unemployed,61755.0,712,0.15,26118,Mortgage,20,0,Compliant,High
587,46,Self-Employed,66066.0,751,0.28,27641,Education,10,3,Compliant,High
588,43,Unemployed,39077.0,364,0.3,12366,Personal,5,1,Compliant,High
589,27,Employed,47737.0,453,0.12,31636,Education,15,4,Non-Compliant,High
590,43,Unemployed,46445.0,565,0.39,20630,Personal,20,4,Non-Compliant,Medium
591,51,Self-Employed,55269.0,378,0.47,25056,Mortgage,10,1,Non-Compliant,High
592,68,Employed,75348.0,614,0.47,12382,Mortgage,15,0,Compliant,Medium
593,58,Self-Employed,67396.0,547,0.36,21149,Education,15,3,Compliant,Medium
594,24,Self-Employed,44346.0,713,0.31,5992,Education,15,4,Compliant,Low
595,21,Unemployed,58136.0,324,0.04,11858,Personal,5,3,Compliant,Medium
596,67,Self-Employed,68815.0,583,0.17,7121,Personal,30,1,Non-Compliant,Medium
597,62,Unemployed,56125.0,748,0.06,32160,Education,15,3,Non-Compliant,High
598,28,Employed,49929.0,600,0.58,25906,Education,20,1,Compliant,Medium
599,46,Unemployed,56690.0,367,0.08,24572,Mortgage,10,0,Compliant,High
600,53,Employed,39450.0,306,0.09,9136,Mortgage,20,1,Non-Compliant,High
601,42,Unemployed,41640.0,436,0.53,21727,Mortgage,5,1,Non-Compliant,High
602,38,Self-Employed,34039.0,463,0.57,37167,Education,5,4,Non-Compliant,Low
603,53,Unemployed,54605.0,382,0.46,20479,Education,20,3,Non-Compliant,High
604,27,Unemployed,48028.0,719,0.0,36376,Education,30,4,Compliant,Medium
605,54,Employed,37653.0,372,0.0,9823,Mortgage,5,2,Non-Compliant,High
606,26,Self-Employed,47537.0,536,0.23,9920,Education,5,1,Non-Compliant,High
607,41,Unemployed,57049.0,345,0.09,24585,Personal,20,2,Non-Compliant,High
608,52,Self-Employed,78720.0,561,0.01,43239,Education,5,4,Non-Compliant,Low
609,66,Unemployed,65181.0,475,0.28,22272,Education,30,3,Compliant,Medium
610,52,Unemployed,15737.0,465,0.57,31619,Education,30,4,Compliant,Low
611,65,Self-Employed,53589.0,669,0.19,14533,Education,30,3,Compliant,Medium
612,53,Unemployed,71439.0,353,0.4,44895,Education,10,3,Compliant,Low
613,35,Self-Employed,29931.0,718,0.39,8720,Personal,30,0,Compliant,Medium
614,66,Unemployed,58273.0,806,0.15,24267,Personal,30,1,Compliant,Low
615,56,Employed,46450.0,640,0.39,20696,Education,10,4,Non-Compliant,High
616,49,Self-Employed,67254.0,426,0.13,34968,Mortgage,15,3,Non-Compliant,Low
617,41,Unemployed,56063.0,708,0.07,28345,Education,5,4,Non-Compliant,Low
618,40,Unemployed,36739.0,666,0.42,30693,Education,30,4,Non-Compliant,High
619,49,Employed,46987.0,570,0.07,24385,Education,5,3,Compliant,High
620,54,Self-Employed,47874.0,678,0.6,23122,Mortgage,20,2,Non-Compliant,Medium
621,29,Unemployed,48152.0,372,0.11,6364,Mortgage,5,1,Compliant,Medium
622,66,Employed,66788.0,547,0.36,7708,Mortgage,10,1,Non-Compliant,Medium
623,30,Unemployed,37360.0,342,0.25,17982,Personal,5,0,Non-Compliant,Low
624,40,Self-Employed,65045.0,676,0.08,22308,Mortgage,5,0,Non-Compliant,Medium
625,42,Unemployed,45466.0,340,0.02,37919,Personal,5,0,Compliant,Low
626,52,Unemployed,53352.0,469,0.37,30161,Personal,15,1,Non-Compliant,Low
627,58,Unemployed,51085.0,511,0.48,40089,Mortgage,15,2,Compliant,Medium
628,47,Unemployed,49672.0,792,0.51,18865,Mortgage,20,1,Compliant,Medium
629,34,Employed,49795.0,338,0.29,5495,Mortgage,10,1,Non-Compliant,Low
630,66,Employed,71860.0,668,0.47,49755,Personal,5,1,Compliant,High
631,37,Self-Employed,62636.0,450,0.4,7148,Education,5,1,Compliant,High
632,65,Employed,44559.0,410,0.43,38324,Mortgage,5,2,Non-Compliant,Low
633,42,Employed,73741.0,779,0.3,18393,Mortgage,5,0,Non-Compliant,Medium
634,39,Self-Employed,54120.0,735,0.38,6552,Mortgage,15,4,Non-Compliant,Low
635,30,Employed,55364.0,346,0.48,40853,Personal,20,0,Non-Compliant,Low
636,36,Employed,37440.0,665,0.24,37924,Personal,30,0,Non-Compliant,Medium
637,66,Self-Employed,42537.0,368,0.48,13926,Education,10,4,Non-Compliant,High
638,53,Self-Employed,39672.0,598,0.36,35851,Mortgage,5,1,Compliant,Low
639,29,Self-Employed,51291.0,595,0.1,28889,Personal,20,2,Non-Compliant,High
640,58,Unemployed,59581.0,502,0.01,44930,Education,30,2,Non-Compliant,High
641,36,Unemployed,55508.0,360,0.22,13055,Mortgage,20,0,Compliant,Medium
642,29,Self-Employed,73820.0,613,0.33,9654,Personal,15,4,Non-Compliant,Low
643,26,Self-Employed,36683.0,460,0.5,27634,Mortgage,30,3,Compliant,Low
644,24,Self-Employed,51723.0,630,0.08,37363,Mortgage,20,1,Non-Compliant,High
645,45,Unemployed,30755.0,827,0.48,16468,Personal,15,0,Non-Compliant,High
646,31,Unemployed,36171.0,637,0.52,37922,Personal,20,2,Compliant,Medium
647,48,Employed,68968.0,603,0.09,45718,Personal,20,4,Non-Compliant,High
648,69,Employed,43052.0,802,0.51,22380,Mortgage,30,4,Compliant,Medium
649,36,Self-Employed,37949.0,637,0.59,31870,Mortgage,15,0,Non-Compliant,Low
650,64,Unemployed,18050.0,849,0.44,42394,Education,5,3,Non-Compliant,Medium
651,33,Unemployed,37799.0,574,0.47,19259,Mortgage,10,2,Compliant,High
652,22,Unemployed,46920.0,463,0.6,19873,Personal,30,0,Non-Compliant,Low
653,52,Self-Employed,29638.0,742,0.36,18016,Mortgage,15,3,Non-Compliant,Medium
654,29,Employed,46058.0,618,0.18,47137,Education,20,4,Compliant,Low
655,42,Self-Employed,69059.0,803,0.5,5153,Education,15,1,Non-Compliant,Medium
656,69,Employed,39390.0,686,0.37,12853,Personal,10,2,Compliant,High
657,38,Employed,35849.0,793,0.35,17379,Personal,10,2,Non-Compliant,High
658,53,Self-Employed,33141.0,789,0.15,20792,Education,5,3,Compliant,Low
659,40,Employed,32873.0,372,0.45,43367,Education,5,0,Non-Compliant,Low
660,33,Employed,58033.0,808,0.05,23100,Education,10,4,Compliant,Low
661,56,Unemployed,50730.0,689,0.55,16049,Personal,30,3,Compliant,Medium
662,62,Employed,64352.0,594,0.2,5786,Education,30,1,Non-Compliant,High
663,59,Self-Employed,80297.0,668,0.08,9368,Education,20,1,Non-Compliant,Low
664,56,Self-Employed,22544.0,848,0.27,35699,Personal,5,1,Compliant,Low
665,31,Employed,55701.0,486,0.03,42040,Mortgage,20,3,Non-Compliant,Low
666,48,Unemployed,33220.0,744,0.41,32454,Mortgage,5,4,Compliant,Medium
667,22,Unemployed,61833.0,662,0.54,43762,Education,10,2,Non-Compliant,Low
668,52,Employed,45921.0,422,0.5,28600,Mortgage,30,0,Non-Compliant,Low
669,40,Employed,50409.0,487,0.08,34238,Mortgage,30,2,Compliant,Medium
