Transaction ID,Date,Amount,Currency,Type,Status,Compliance Flag,Audit ID,Audit Date,Reviewer ID,Decision,Notes,Incident ID,Incident Date,Risk Level,Action Taken,Regulation,Compliance Status
167,2023-01-07,215.97,GBP,Wire Transfer,Completed,True,1167,2023-01-07,1007,Escalated,All good,2167,2023-01-07,Low,Review Requested,BSA,Compliant
168,2023-01-07,3663.78,EUR,Wire Transfer,Flagged,False,1168,2023-01-07,1001,Rejected,Check details,2168,2023-01-07,Medium,No Action,BSA,Compliant
169,2023-01-08,7326.91,GBP,Mobile Payment,Completed,True,1169,2023-01-08,1005,Approved,High amount,2169,2023-01-08,High,No Action,PSD2,Non-Compliant
170,2023-01-08,1799.13,GBP,Mobile Payment,Flagged,True,1170,2023-01-08,1005,Rejected,Check details,2170,2023-01-08,High,Review Requested,BSA,Compliant
171,2023-01-08,5258.26,USD,Mobile Payment,Completed,True,1171,2023-01-08,1013,Rejected,All good,2171,2023-01-08,High,Review Requested,PSD2,Compliant
172,2023-01-08,637.95,EUR,Mobile Payment,Completed,True,1172,2023-01-08,1001,Rejected,High amount,2172,2023-01-08,High,Review Requested,Dodd-Frank Act,Non-Compliant
173,2023-01-08,2079.97,EUR,ACH,Completed,False,1173,2023-01-08,1004,Escalated,High amount,2173,2023-01-08,Medium,Escalation,BSA,Compliant
174,2023-01-08,283.37,GBP,Mobile Payment,Flagged,True,1174,2023-01-08,1008,Escalated,High amount,2174,2023-01-08,Medium,No Action,Dodd-Frank Act,Compliant
175,2023-01-08,7957.61,USD,Wire Transfer,Pending,False,1175,2023-01-08,1018,Escalated,High amount,2175,2023-01-08,Medium,Review Requested,PSD2,Compliant
176,2023-01-08,2316.85,GBP,ACH,Flagged,False,1176,2023-01-08,1012,Approved,High amount,2176,2023-01-08,Medium,Escalation,Dodd-Frank Act,Compliant
177,2023-01-08,3518.98,GBP,Wire Transfer,Flagged,True,1177,2023-01-08,1003,Approved,Check details,2177,2023-01-08,High,Review Requested,BSA,Non-Compliant
178,2023-01-08,9288.0,GBP,Wire Transfer,Flagged,False,1178,2023-01-08,1013,Approved,High amount,2178,2023-01-08,Low,Review Requested,PSD2,Non-Compliant
179,2023-01-08,7073.7,EUR,Mobile Payment,Completed,False,1179,2023-01-08,1017,Approved,Check details,2179,2023-01-08,High,Review Requested,BSA,Non-Compliant
180,2023-01-08,415.21,USD,ACH,Completed,True,1180,2023-01-08,1003,Rejected,High amount,2180,2023-01-08,High,Review Requested,Dodd-Frank Act,Non-Compliant
181,2023-01-08,1730.47,GBP,Mobile Payment,Flagged,False,1181,2023-01-08,1013,Escalated,All good,2181,2023-01-08,Medium,Escalation,PSD2,Compliant
182,2023-01-08,6252.64,GBP,Wire Transfer,Flagged,True,1182,2023-01-08,1010,Escalated,Check details,2182,2023-01-08,High,Escalation,BSA,Non-Compliant
183,2023-01-08,5814.56,GBP,Mobile Payment,Completed,True,1183,2023-01-08,1004,Rejected,All good,2183,2023-01-08,High,Review Requested,Dodd-Frank Act,Compliant
184,2023-01-08,2455.14,EUR,Mobile Payment,Pending,True,1184,2023-01-08,1001,Rejected,Check details,2184,2023-01-08,High,Review Requested,Dodd-Frank Act,Non-Compliant
185,2023-01-08,9348.72,GBP,Mobile Payment,Completed,False,1185,2023-01-08,1014,Escalated,High amount,2185,2023-01-08,Medium,Review Requested,PSD2,Non-Compliant
186,2023-01-08,6178.26,EUR,Mobile Payment,Completed,True,1186,2023-01-08,1006,Escalated,High amount,2186,2023-01-08,Medium,No Action,PSD2,Non-Compliant
187,2023-01-08,5402.76,EUR,Mobile Payment,Flagged,False,1187,2023-01-08,1019,Approved,Check details,2187,2023-01-08,High,Review Requested,BSA,Non-Compliant
188,2023-01-08,5940.11,EUR,Mobile Payment,Flagged,False,1188,2023-01-08,1004,Approved,High amount,2188,2023-01-08,Low,Review Requested,BSA,Non-Compliant
189,2023-01-08,7328.21,EUR,ACH,Completed,False,1189,2023-01-08,1011,Rejected,Check details,2189,2023-01-08,Medium,No Action,PSD2,Compliant
190,2023-01-08,3188.26,EUR,Mobile Payment,Flagged,False,1190,2023-01-08,1013,Escalated,Check details,2190,2023-01-08,Medium,No Action,PSD2,Non-Compliant
191,2023-01-08,4042.39,USD,ACH,Completed,True,1191,2023-01-08,1010,Escalated,High amount,2191,2023-01-08,Low,Review Requested,PSD2,Non-Compliant
192,2023-01-08,2177.45,EUR,Mobile Payment,Pending,True,1192,2023-01-08,1017,Approved,High amount,2192,2023-01-08,Low,No Action,BSA,Non-Compliant
193,2023-01-09,1943.31,EUR,ACH,Flagged,False,1193,2023-01-09,1007,Approved,High amount,2193,2023-01-09,High,No Action,Dodd-Frank Act,Non-Compliant
194,2023-01-09,9449.29,GBP,Wire Transfer,Pending,False,1194,2023-01-09,1013,Escalated,Check details,2194,2023-01-09,High,No Action,PSD2,Compliant
195,2023-01-09,7421.55,USD,ACH,Completed,True,1195,2023-01-09,1016,Rejected,All good,2195,2023-01-09,Medium,Escalation,PSD2,Non-Compliant
196,2023-01-09,4955.54,USD,ACH,Pending,False,1196,2023-01-09,1007,Approved,Check details,2196,2023-01-09,Low,No Action,PSD2,Non-Compliant
197,2023-01-09,2351.4,GBP,Wire Transfer,Flagged,True,1197,2023-01-09,1018,Escalated,Check details,2197,2023-01-09,High,Escalation,Dodd-Frank Act,Non-Compliant
198,2023-01-09,2618.13,EUR,Mobile Payment,Pending,True,1198,2023-01-09,1007,Rejected,High amount,2198,2023-01-09,Low,Escalation,Dodd-Frank Act,Non-Compliant
199,2023-01-09,674.49,USD,Mobile Payment,Flagged,False,1199,2023-01-09,1006,Escalated,High amount,2199,2023-01-09,Low,Escalation,Dodd-Frank Act,Compliant
200,2023-01-09,4400.72,EUR,ACH,Pending,False,1200,2023-01-09,1013,Escalated,High amount,2200,2023-01-09,Medium,Escalation,BSA,Compliant
201,2023-01-09,3186.78,GBP,Mobile Payment,Flagged,True,1201,2023-01-09,1003,Escalated,All good,2201,2023-01-09,High,Escalation,BSA,Non-Compliant
202,2023-01-09,6993.8,USD,Mobile Payment,Completed,True,1202,2023-01-09,1001,Rejected,All good,2202,2023-01-09,Medium,No Action,Dodd-Frank Act,Compliant
203,2023-01-09,3839.74,EUR,Wire Transfer,Pending,False,1203,2023-01-09,1018,Rejected,Check details,2203,2023-01-09,Low,No Action,Dodd-Frank Act,Compliant
204,2023-01-09,1878.08,USD,Mobile Payment,Pending,True,1204,2023-01-09,1011,Escalated,Check details,2204,2023-01-09,Medium,No Action,PSD2,Compliant
205,2023-01-09,344.32,USD,Mobile Payment,Pending,False,1205,2023-01-09,1001,Escalated,Check details,2205,2023-01-09,Medium,No Action,BSA,Non-Compliant
206,2023-01-09,765.77,EUR,ACH,Flagged,True,1206,2023-01-09,1005,Rejected,All good,2206,2023-01-09,Low,No Action,PSD2,Non-Compliant
207,2023-01-09,6825.99,EUR,Mobile Payment,Pending,True,1207,2023-01-09,1009,Escalated,All good,2207,2023-01-09,High,No Action,PSD2,Non-Compliant
208,2023-01-09,4591.6,USD,Mobile Payment,Pending,False,1208,2023-01-09,1019,Escalated,Check details,2208,2023-01-09,Low,Escalation,PSD2,Non-Compliant
209,2023-01-09,5412.13,GBP,ACH,Flagged,True,1209,2023-01-09,1014,Rejected,Check details,2209,2023-01-09,Medium,No Action,BSA,Compliant
210,2023-01-09,8977.05,USD,ACH,Flagged,False,1210,2023-01-09,1008,Approved,High amount,2210,2023-01-09,Medium,No Action,Dodd-Frank Act,Compliant
211,2023-01-09,9904.36,GBP,ACH,Pending,True,1211,2023-01-09,1009,Rejected,All good,2211,2023-01-09,High,Review Requested,BSA,Non-Compliant
212,2023-01-09,2247.28,USD,Mobile Payment,Pending,False,1212,2023-01-09,1017,Approved,Check details,2212,2023-01-09,Low,Escalation,Dodd-Frank Act,Compliant
213,2023-01-09,6664.47,EUR,Mobile Payment,Flagged,False,1213,2023-01-09,1011,Approved,Check details,2213,2023-01-09,Medium,Review Requested,PSD2,Compliant
214,2023-01-09,2706.89,GBP,Mobile Payment,Pending,False,1214,2023-01-09,1016,Rejected,All good,2214,2023-01-09,Low,Review Requested,BSA,Compliant
215,2023-01-09,304.44,GBP,Mobile Payment,Pending,False,1215,2023-01-09,1017,Approved,High amount,2215,2023-01-09,High,Escalation,PSD2,Non-Compliant
216,2023-01-09,7607.95,USD,Mobile Payment,Completed,True,1216,2023-01-09,1002,Escalated,High amount,2216,2023-01-09,Low,Escalation,Dodd-Frank Act,Compliant
217,2023-01-10,3268.17,USD,Mobile Payment,Completed,True,1217,2023-01-10,1003,Rejected,All good,2217,2023-01-10,Low,Escalation,Dodd-Frank Act,Compliant
218,2023-01-10,3896.29,GBP,ACH,Pending,True,1218,2023-01-10,1017,Approved,Check details,2218,2023-01-10,Medium,Escalation,PSD2,Compliant
219,2023-01-10,5924.34,EUR,ACH,Completed,True,1219,2023-01-10,1012,Approved,All good,2219,2023-01-10,Low,Review Requested,PSD2,Compliant
220,2023-01-10,8327.38,GBP,Mobile Payment,Completed,True,1220,2023-01-10,1016,Rejected,Check details,2220,2023-01-10,High,Review Requested,PSD2,Non-Compliant
221,2023-01-10,6326.92,GBP,Wire Transfer,Flagged,True,1221,2023-01-10,1016,Rejected,All good,2221,2023-01-10,Medium,Escalation,Dodd-Frank Act,Non-Compliant
222,2023-01-10,8739.24,EUR,ACH,Pending,True,1222,2023-01-10,1006,Escalated,High amount,2222,2023-01-10,High,Review Requested,Dodd-Frank Act,Compliant
223,2023-01-10,2808.07,EUR,Mobile Payment,Pending,True,1223,2023-01-10,1003,Approved,Check details,2223,2023-01-10,Low,No Action,Dodd-Frank Act,Compliant
224,2023-01-10,8000.66,USD,ACH,Completed,True,1224,2023-01-10,1013,Rejected,Check details,2224,2023-01-10,Low,Escalation,PSD2,Compliant
225,2023-01-10,1937.8,USD,Wire Transfer,Completed,True,1225,2023-01-10,1013,Approved,High amount,2225,2023-01-10,Medium,No Action,Dodd-Frank Act,Compliant
226,2023-01-10,9532.64,USD,ACH,Pending,True,1226,2023-01-10,1015,Approved,High amount,2226,2023-01-10,Low,No Action,BSA,Compliant
227,2023-01-10,6906.13,EUR,ACH,Flagged,True,1227,2023-01-10,1002,Approved,High amount,2227,2023-01-10,Low,No Action,BSA,Compliant
228,2023-01-10,2233.53,GBP,ACH,Pending,True,1228,2023-01-10,1012,Rejected,Check details,2228,2023-01-10,High,No Action,PSD2,Compliant
229,2023-01-10,9478.97,EUR,ACH,Flagged,True,1229,2023-01-10,1015,Escalated,High amount,2229,2023-01-10,Low,No Action,BSA,Non-Compliant
230,2023-01-10,7335.47,USD,Mobile Payment,Pending,True,1230,2023-01-10,1015,Approved,High amount,2230,2023-01-10,Medium,Escalation,Dodd-Frank Act,Non-Compliant
231,2023-01-10,2614.02,GBP,Wire Transfer,Pending,False,1231,2023-01-10,1012,Rejected,Check details,2231,2023-01-10,Medium,No Action,BSA,Compliant
232,2023-01-10,2211.79,USD,Mobile Payment,Flagged,True,1232,2023-01-10,1007,Approved,High amount,2232,2023-01-10,High,Escalation,Dodd-Frank Act,Compliant
233,2023-01-10,5230.19,GBP,ACH,Flagged,True,1233,2023-01-10,1003,Escalated,All good,2233,2023-01-10,High,Review Requested,PSD2,Compliant
234,2023-01-10,354.06,EUR,ACH,Flagged,False,1234,2023-01-10,1010,Approved,All good,2234,2023-01-10,Low,Review Requested,PSD2,Non-Compliant
235,2023-01-10,2153.95,USD,ACH,Flagged,True,1235,2023-01-10,1011,Escalated,All good,2235,2023-01-10,Low,No Action,BSA,Compliant
236,2023-01-10,4304.39,EUR,Wire Transfer,Flagged,True,1236,2023-01-10,1018,Rejected,High amount,2236,2023-01-10,High,Review Requested,PSD2,Compliant
237,2023-01-10,3804.28,EUR,Wire Transfer,Flagged,True,1237,2023-01-10,1007,Rejected,Check details,2237,2023-01-10,Medium,Escalation,PSD2,Non-Compliant
238,2023-01-10,4689.4,EUR,Mobile Payment,Flagged,False,1238,2023-01-10,1007,Rejected,High amount,2238,2023-01-10,High,Escalation,BSA,Non-Compliant
239,2023-01-10,2848.52,GBP,ACH,Completed,True,1239,2023-01-10,1012,Approved,All good,2239,2023-01-10,Medium,No Action,BSA,Compliant
240,2023-01-10,5909.17,EUR,Wire Transfer,Pending,True,1240,2023-01-10,1017,Escalated,High amount,2240,2023-01-10,Medium,Review Requested,BSA,Non-Compliant
241,2023-01-11,8652.17,EUR,ACH,Flagged,True,1241,2023-01-11,1014,Approved,High amount,2241,2023-01-11,High,No Action,PSD2,Compliant
242,2023-01-11,1263.57,GBP,Mobile Payment,Completed,False,1242,2023-01-11,1015,Escalated,Check details,2242,2023-01-11,Medium,Review Requested,Dodd-Frank Act,Non-Compliant
243,2023-01-11,5222.05,EUR,Mobile Payment,Pending,False,1243,2023-01-11,1008,Rejected,All good,2243,2023-01-11,Medium,No Action,Dodd-Frank Act,Compliant
244,2023-01-11,1407.47,EUR,Wire Transfer,Pending,True,1244,2023-01-11,1017,Approved,All good,2244,2023-01-11,Low,Review Requested,Dodd-Frank Act,Compliant
245,2023-01-11,7196.91,EUR,Mobile Payment,Pending,True,1245,2023-01-11,1007,Rejected,All good,2245,2023-01-11,Low,Escalation,PSD2,Compliant
246,2023-01-11,4020.99,GBP,Wire Transfer,Completed,True,1246,2023-01-11,1009,Rejected,High amount,2246,2023-01-11,Medium,No Action,BSA,Non-Compliant
247,2023-01-11,5697.67,GBP,ACH,Completed,False,1247,2023-01-11,1016,Escalated,All good,2247,2023-01-11,Low,No Action,BSA,Compliant
248,2023-01-11,1914.47,USD,Wire Transfer,Pending,True,1248,2023-01-11,1003,Escalated,High amount,2248,2023-01-11,High,Review Requested,Dodd-Frank Act,Non-Compliant
249,2023-01-11,1533.99,EUR,Mobile Payment,Completed,False,1249,2023-01-11,1011,Escalated,All good,2249,2023-01-11,Low,No Action,PSD2,Compliant
250,2023-01-11,4931.76,GBP,ACH,Completed,False,1250,2023-01-11,1010,Approved,Check details,2250,2023-01-11,Medium,Review Requested,BSA,Compliant
251,2023-01-11,3620.57,EUR,Mobile Payment,Flagged,True,1251,2023-01-11,1011,Rejected,All good,2251,2023-01-11,Low,No Action,PSD2,Compliant
252,2023-01-11,9410.28,GBP,ACH,Completed,True,1252,2023-01-11,1009,Approved,All good,2252,2023-01-11,High,No Action,BSA,Non-Compliant
253,2023-01-11,7676.72,GBP,ACH,Pending,False,1253,2023-01-11,1011,Escalated,Check details,2253,2023-01-11,Medium,No Action,Dodd-Frank Act,Compliant
254,2023-01-11,7511.77,GBP,ACH,Pending,True,1254,2023-01-11,1011,Escalated,High amount,2254,2023-01-11,Low,Review Requested,PSD2,Compliant
255,2023-01-11,9046.83,USD,ACH,Completed,True,1255,2023-01-11,1018,Escalated,All good,2255,2023-01-11,Medium,Escalation,Dodd-Frank Act,Compliant
256,2023-01-11,925.88,EUR,Mobile Payment,Completed,True,1256,2023-01-11,1004,Rejected,All good,2256,2023-01-11,Low,Review Requested,Dodd-Frank Act,Compliant
257,2023-01-11,5566.71,GBP,Wire Transfer,Pending,True,1257,2023-01-11,1005,Rejected,Check details,2257,2023-01-11,Medium,Escalation,BSA,Compliant
258,2023-01-11,5886.31,EUR,ACH,Pending,True,1258,2023-01-11,1005,Escalated,Check details,2258,2023-01-11,Low,No Action,BSA,Compliant
259,2023-01-11,9623.17,GBP,Mobile Payment,Completed,False,1259,2023-01-11,1018,Rejected,High amount,2259,2023-01-11,High,Review Requested,PSD2,Compliant
260,2023-01-11,2992.26,EUR,Mobile Payment,Completed,False,1260,2023-01-11,1018,Rejected,Check details,2260,2023-01-11,High,Review Requested,Dodd-Frank Act,Non-Compliant
261,2023-01-11,2484.2,EUR,Mobile Payment,Flagged,False,1261,2023-01-11,1016,Approved,All good,2261,2023-01-11,High,Review Requested,BSA,Compliant
262,2023-01-11,1092.91,GBP,Wire Transfer,Pending,False,1262,2023-01-11,1009,Approved,All good,2262,2023-01-11,High,Escalation,BSA,Compliant
263,2023-01-11,262.65,EUR,Mobile Payment,Completed,True,1263,2023-01-11,1002,Escalated,High amount,2263,2023-01-11,High,Escalation,BSA,Non-Compliant
264,2023-01-11,9302.34,USD,Mobile Payment,Completed,False,1264,2023-01-11,1016,Escalated,Check details,2264,2023-01-11,Low,No Action,Dodd-Frank Act,Non-Compliant
265,2023-01-12,6732.17,USD,Wire Transfer,Completed,True,1265,2023-01-12,1010,Rejected,High amount,2265,2023-01-12,Low,No Action,PSD2,Compliant
266,2023-01-12,7873.01,EUR,Mobile Payment,Pending,True,1266,2023-01-12,1012,Approved,Check details,2266,2023-01-12,Low,Review Requested,BSA,Compliant
267,2023-01-12,2889.13,EUR,Mobile Payment,Flagged,False,1267,2023-01-12,1017,Approved,All good,2267,2023-01-12,Low,Escalation,BSA,Non-Compliant
268,2023-01-12,5905.46,GBP,Wire Transfer,Completed,False,1268,2023-01-12,1016,Escalated,All good,2268,2023-01-12,High,Review Requested,Dodd-Frank Act,Non-Compliant
269,2023-01-12,733.16,GBP,Wire Transfer,Flagged,False,1269,2023-01-12,1017,Approved,High amount,2269,2023-01-12,High,No Action,BSA,Non-Compliant
270,2023-01-12,4907.71,EUR,Wire Transfer,Pending,False,1270,2023-01-12,1017,Rejected,Check details,2270,2023-01-12,Medium,Review Requested,Dodd-Frank Act,Non-Compliant
271,2023-01-12,9777.2,EUR,ACH,Flagged,False,1271,2023-01-12,1003,Approved,All good,2271,2023-01-12,Medium,Review Requested,PSD2,Compliant
272,2023-01-12,8777.4,EUR,Wire Transfer,Flagged,True,1272,2023-01-12,1009,Approved,All good,2272,2023-01-12,Medium,Escalation,Dodd-Frank Act,Compliant
273,2023-01-12,3447.77,EUR,ACH,Flagged,False,1273,2023-01-12,1002,Escalated,Check details,2273,2023-01-12,High,Escalation,Dodd-Frank Act,Non-Compliant
274,2023-01-12,9619.54,USD,ACH,Pending,True,1274,2023-01-12,1017,Approved,High amount,2274,2023-01-12,Low,Escalation,Dodd-Frank Act,Non-Compliant
275,2023-01-12,2393.85,EUR,Wire Transfer,Pending,True,1275,2023-01-12,1015,Escalated,High amount,2275,2023-01-12,Low,Escalation,BSA,Compliant
276,2023-01-12,9498.26,GBP,ACH,Completed,True,1276,2023-01-12,1009,Escalated,High amount,2276,2023-01-12,Medium,Review Requested,Dodd-Frank Act,Compliant
277,2023-01-12,9419.64,USD,Mobile Payment,Completed,False,1277,2023-01-12,1002,Approved,High amount,2277,2023-01-12,High,No Action,BSA,Compliant
278,2023-01-12,8012.11,EUR,Mobile Payment,Completed,True,1278,2023-01-12,1015,Escalated,High amount,2278,2023-01-12,High,Review Requested,Dodd-Frank Act,Non-Compliant
279,2023-01-12,6341.43,GBP,Wire Transfer,Flagged,True,1279,2023-01-12,1014,Rejected,All good,2279,2023-01-12,Medium,No Action,BSA,Compliant
280,2023-01-12,8755.45,USD,ACH,Flagged,False,1280,2023-01-12,1001,Escalated,Check details,2280,2023-01-12,Medium,Escalation,BSA,Non-Compliant
281,2023-01-12,3000.9,EUR,Mobile Payment,Flagged,True,1281,2023-01-12,1013,Escalated,High amount,2281,2023-01-12,Medium,Escalation,BSA,Compliant
282,2023-01-12,8504.54,EUR,ACH,Pending,False,1282,2023-01-12,1009,Approved,All good,2282,2023-01-12,Low,Escalation,Dodd-Frank Act,Non-Compliant
283,2023-01-12,6216.98,EUR,ACH,Completed,True,1283,2023-01-12,1001,Approved,High amount,2283,2023-01-12,Medium,No Action,Dodd-Frank Act,Compliant
284,2023-01-12,231.04,EUR,Mobile Payment,Pending,False,1284,2023-01-12,1001,Escalated,High amount,2284,2023-01-12,Low,Review Requested,BSA,Compliant
285,2023-01-12,3537.61,USD,Wire Transfer,Flagged,False,1285,2023-01-12,1011,Escalated,All good,2285,2023-01-12,High,Review Requested,BSA,Compliant
286,2023-01-12,1566.59,GBP,ACH,Completed,False,1286,2023-01-12,1012,Escalated,High amount,2286,2023-01-12,Low,Escalation,Dodd-Frank Act,Compliant
287,2023-01-12,9820.11,EUR,Mobile Payment,Pending,True,1287,2023-01-12,1005,Rejected,Check details,2287,2023-01-12,Medium,Escalation,BSA,Non-Compliant
288,2023-01-12,4835.87,USD,Wire Transfer,Completed,True,1288,2023-01-12,1019,Approved,High amount,2288,2023-01-12,Low,Review Requested,PSD2,Compliant
289,2023-01-13,5024.17,USD,ACH,Completed,False,1289,2023-01-13,1018,Rejected,All good,2289,2023-01-13,High,No Action,Dodd-Frank Act,Non-Compliant
290,2023-01-13,6430.78,GBP,ACH,Completed,False,1290,2023-01-13,1007,Approved,Check details,2290,2023-01-13,Medium,No Action,BSA,Non-Compliant
291,2023-01-13,3748.99,USD,ACH,Flagged,True,1291,2023-01-13,1019,Approved,All good,2291,2023-01-13,Medium,No Action,Dodd-Frank Act,Compliant
292,2023-01-13,1455.31,USD,ACH,Flagged,False,1292,2023-01-13,1016,Rejected,High amount,2292,2023-01-13,High,No Action,Dodd-Frank Act,Compliant
293,2023-01-13,8238.97,GBP,Wire Transfer,Completed,False,1293,2023-01-13,1010,Rejected,Check details,2293,2023-01-13,Medium,Review Requested,PSD2,Compliant
294,2023-01-13,1979.49,USD,ACH,Flagged,True,1294,2023-01-13,1008,Approved,All good,2294,2023-01-13,Low,Escalation,PSD2,Compliant
295,2023-01-13,5162.06,USD,Mobile Payment,Pending,True,1295,2023-01-13,1003,Approved,High amount,2295,2023-01-13,Low,No Action,Dodd-Frank Act,Non-Compliant
296,2023-01-13,2320.74,GBP,Mobile Payment,Pending,True,1296,2023-01-13,1001,Rejected,All good,2296,2023-01-13,High,Escalation,PSD2,Compliant
297,2023-01-13,1068.66,USD,Mobile Payment,Pending,True,1297,2023-01-13,1018,Rejected,High amount,2297,2023-01-13,Medium,Escalation,PSD2,Compliant
298,2023-01-13,8635.7,GBP,Wire Transfer,Flagged,True,1298,2023-01-13,1007,Approved,Check details,2298,2023-01-13,Low,Escalation,BSA,Compliant
299,2023-01-13,9731.9,EUR,Mobile Payment,Completed,False,1299,2023-01-13,1013,Rejected,High amount,2299,2023-01-13,Medium,No Action,PSD2,Compliant
300,2023-01-13,9612.26,EUR,ACH,Pending,False,1300,2023-01-13,1015,Escalated,Check details,2300,2023-01-13,High,Review Requested,PSD2,Compliant
301,2023-01-13,9074.9,EUR,ACH,Pending,False,1301,2023-01-13,1015,Approved,All good,2301,2023-01-13,Medium,Review Requested,PSD2,Compliant
302,2023-01-13,7763.07,EUR,Mobile Payment,Flagged,False,1302,2023-01-13,1008,Rejected,Check details,2302,2023-01-13,Medium,No Action,Dodd-Frank Act,Non-Compliant
303,2023-01-13,3398.14,USD,Wire Transfer,Flagged,False,1303,2023-01-13,1010,Escalated,All good,2303,2023-01-13,High,Escalation,BSA,Compliant
304,2023-01-13,902.9,EUR,Wire Transfer,Flagged,False,1304,2023-01-13,1008,Approved,High amount,2304,2023-01-13,Low,Escalation,PSD2,Compliant
305,2023-01-13,4131.69,GBP,ACH,Completed,False,1305,2023-01-13,1014,Approved,High amount,2305,2023-01-13,Low,Review Requested,BSA,Non-Compliant
306,2023-01-13,2399.12,GBP,ACH,Completed,False,1306,2023-01-13,1002,Rejected,Check details,2306,2023-01-13,Medium,No Action,PSD2,Non-Compliant
307,2023-01-13,1411.63,GBP,Mobile Payment,Flagged,False,1307,2023-01-13,1004,Escalated,High amount,2307,2023-01-13,Low,Escalation,BSA,Non-Compliant
308,2023-01-13,628.93,GBP,Wire Transfer,Pending,True,1308,2023-01-13,1003,Rejected,All good,2308,2023-01-13,Low,Escalation,Dodd-Frank Act,Compliant
309,2023-01-13,7283.38,EUR,Mobile Payment,Flagged,False,1309,2023-01-13,1008,Rejected,High amount,2309,2023-01-13,High,Review Requested,PSD2,Compliant
310,2023-01-13,213.13,GBP,ACH,Pending,False,1310,2023-01-13,1003,Escalated,High amount,2310,2023-01-13,High,No Action,Dodd-Frank Act,Compliant
311,2023-01-13,7728.75,EUR,ACH,Flagged,True,1311,2023-01-13,1008,Rejected,All good,2311,2023-01-13,High,Escalation,PSD2,Non-Compliant
312,2023-01-13,1554.77,GBP,Mobile Payment,Completed,False,1312,2023-01-13,1004,Approved,Check details,2312,2023-01-13,Medium,No Action,BSA,Compliant
313,2023-01-14,887.27,GBP,Wire Transfer,Pending,False,1313,2023-01-14,1001,Escalated,High amount,2313,2023-01-14,High,Review Requested,BSA,Compliant
314,2023-01-14,987.07,EUR,ACH,Completed,True,1314,2023-01-14,1005,Rejected,High amount,2314,2023-01-14,Low,Review Requested,Dodd-Frank Act,Non-Compliant
315,2023-01-14,6753.27,EUR,ACH,Pending,True,1315,2023-01-14,1012,Rejected,High amount,2315,2023-01-14,High,No Action,PSD2,Compliant
316,2023-01-14,2529.14,USD,Wire Transfer,Pending,True,1316,2023-01-14,1016,Rejected,High amount,2316,2023-01-14,Low,No Action,BSA,Non-Compliant
317,2023-01-14,4263.34,USD,ACH,Flagged,True,1317,2023-01-14,1010,Approved,High amount,2317,2023-01-14,High,Review Requested,Dodd-Frank Act,Non-Compliant
318,2023-01-14,5617.95,USD,Wire Transfer,Pending,True,1318,2023-01-14,1007,Approved,Check details,2318,2023-01-14,Medium,Review Requested,Dodd-Frank Act,Non-Compliant
319,2023-01-14,8619.46,GBP,Wire Transfer,Flagged,True,1319,2023-01-14,1006,Escalated,Check details,2319,2023-01-14,Low,Review Requested,PSD2,Non-Compliant
320,2023-01-14,7297.74,GBP,ACH,Completed,False,1320,2023-01-14,1002,Escalated,All good,2320,2023-01-14,Medium,Review Requested,PSD2,Compliant
321,2023-01-14,2776.25,GBP,Mobile Payment,Flagged,False,1321,2023-01-14,1006,Approved,Check details,2321,2023-01-14,Low,Review Requested,Dodd-Frank Act,Non-Compliant
322,2023-01-14,1401.68,USD,ACH,Completed,False,1322,2023-01-14,1017,Escalated,All good,2322,2023-01-14,High,Escalation,BSA,Compliant
323,2023-01-14,648.21,USD,ACH,Completed,False,1323,2023-01-14,1013,Approved,Check details,2323,2023-01-14,Medium,Escalation,PSD2,Non-Compliant
324,2023-01-14,3085.83,USD,ACH,Flagged,False,1324,2023-01-14,1015,Approved,All good,2324,2023-01-14,Low,Escalation,BSA,Compliant
325,2023-01-14,2694.97,GBP,ACH,Pending,False,1325,2023-01-14,1009,Rejected,All good,2325,2023-01-14,Medium,No Action,Dodd-Frank Act,Non-Compliant
326,2023-01-14,4615.79,EUR,Mobile Payment,Completed,True,1326,2023-01-14,1012,Escalated,High amount,2326,2023-01-14,Low,Review Requested,BSA,Compliant
327,2023-01-14,6864.49,USD,Mobile Payment,Pending,False,1327,2023-01-14,1015,Rejected,All good,2327,2023-01-14,Low,No Action,Dodd-Frank Act,Compliant
328,2023-01-14,6986.69,EUR,Mobile Payment,Completed,True,1328,2023-01-14,1003,Approved,High amount,2328,2023-01-14,Medium,Escalation,BSA,Non-Compliant
329,2023-01-14,2906.84,GBP,Wire Transfer,Completed,True,1329,2023-01-14,1017,Escalated,All good,2329,2023-01-14,Low,No Action,PSD2,Compliant
330,2023-01-14,3861.28,USD,Mobile Payment,Completed,False,1330,2023-01-14,1012,Rejected,All good,2330,2023-01-14,Medium,No Action,Dodd-Frank Act,Compliant
331,2023-01-14,1893.39,GBP,Wire Transfer,Flagged,True,1331,2023-01-14,1005,Approved,High amount,2331,2023-01-14,Medium,Review Requested,PSD2,Compliant
332,2023-01-14,7906.6,EUR,ACH,Flagged,True,1332,2023-01-14,1019,Approved,Check details,2332,2023-01-14,Medium,Review Requested,Dodd-Frank Act,Non-Compliant
333,2023-01-14,662.8,GBP,Mobile Payment,Completed,True,1333,2023-01-14,1007,Rejected,Check details,2333,2023-01-14,Medium,Escalation,Dodd-Frank Act,Compliant
